,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,vaccine_fees,session_id,date,available_capacity,min_age_limit,vaccine,slots,available_capacity_dose1,available_capacity_dose2
87,609999,Lala Duli Chand Polyclinic,"Lala Duli Chand Polyclinic,Bara Hindu Rao",Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '017f05db-897e-4504-98b1-191fafa20d4c', 'date': '24-05-2021', 'available_capacity': 42, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 22, 'available_capacity_dose2': 20}",,017f05db-897e-4504-98b1-191fafa20d4c,24-05-2021,42,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",22,20
87,609999,Lala Duli Chand Polyclinic,"Lala Duli Chand Polyclinic,Bara Hindu Rao",Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '7f034dbe-a1f5-4c65-8ef3-eb994fe04f96', 'date': '25-05-2021', 'available_capacity': 41, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 16, 'available_capacity_dose2': 25}",,7f034dbe-a1f5-4c65-8ef3-eb994fe04f96,25-05-2021,41,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",16,25
88,697494,MCPS JHARODA MAJRA VILL SITE 4,Village Jharoda Majra Burari Delhi - 110084 (Ward No. 8),Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': '1dcb40d4-b147-473c-98d3-49dfac4de846', 'date': '20-05-2021', 'available_capacity': 1, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,1dcb40d4-b147-473c-98d3-49dfac4de846,20-05-2021,1,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
89,702710,Salwan Sr Sec Sch. Karol Bagh,Karol Bagh,Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': 'f8e478b1-cc38-488d-b69e-3e254ad8d7ec', 'date': '20-05-2021', 'available_capacity': 43, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 18, 'available_capacity_dose2': 25}",,f8e478b1-cc38-488d-b69e-3e254ad8d7ec,20-05-2021,43,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",18,25
90,697496,MCPS JHARODA MAJRA VILL SITE 5,Village Jharoda Majra Burari Delhi - 110084 (Ward No. 8),Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': 'ff9d57a0-7d62-4adf-b67e-39e68be8609b', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,ff9d57a0-7d62-4adf-b67e-39e68be8609b,20-05-2021,0,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
91,4776,MH Kamla Nehru CHC,"Maternity Home Kamla Nehru, Vivekanand Padam Nagar Sarai Rohilla, Delhi-7",Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': 'dbf4b981-3c31-4def-ad96-e5b6adf2374e', 'date': '20-05-2021', 'available_capacity': 17, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 17}",,dbf4b981-3c31-4def-ad96-e5b6adf2374e,20-05-2021,17,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,17
91,4776,MH Kamla Nehru CHC,"Maternity Home Kamla Nehru, Vivekanand Padam Nagar Sarai Rohilla, Delhi-7",Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '49d0e9b3-14ef-44f2-8629-43161ff2db50', 'date': '22-05-2021', 'available_capacity': 17, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 17}",,49d0e9b3-14ef-44f2-8629-43161ff2db50,22-05-2021,17,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,17
91,4776,MH Kamla Nehru CHC,"Maternity Home Kamla Nehru, Vivekanand Padam Nagar Sarai Rohilla, Delhi-7",Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '522fe3f5-f19c-4cdb-8582-bb995cba8474', 'date': '24-05-2021', 'available_capacity': 27, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 11, 'available_capacity_dose2': 16}",,522fe3f5-f19c-4cdb-8582-bb995cba8474,24-05-2021,27,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",11,16
91,4776,MH Kamla Nehru CHC,"Maternity Home Kamla Nehru, Vivekanand Padam Nagar Sarai Rohilla, Delhi-7",Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': 'f535fd30-12ea-494e-8d39-7846e0ba032d', 'date': '25-05-2021', 'available_capacity': 39, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 22, 'available_capacity_dose2': 17}",,f535fd30-12ea-494e-8d39-7846e0ba032d,25-05-2021,39,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",22,17
92,666969,LNJP Hospital DH Site 6,,Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '26237cbf-d3e6-4edd-8218-2ef80c0a962c', 'date': '20-05-2021', 'available_capacity': 190, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 92, 'available_capacity_dose2': 98}",,26237cbf-d3e6-4edd-8218-2ef80c0a962c,20-05-2021,190,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",92,98
92,666969,LNJP Hospital DH Site 6,,Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': 'fbff9c32-e858-4cab-9d8c-379c1389144c', 'date': '21-05-2021', 'available_capacity': 193, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 98, 'available_capacity_dose2': 95}",,fbff9c32-e858-4cab-9d8c-379c1389144c,21-05-2021,193,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",98,95
92,666969,LNJP Hospital DH Site 6,,Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '009fb7aa-2753-4e21-b451-b2e17e99d0ce', 'date': '22-05-2021', 'available_capacity': 186, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 92, 'available_capacity_dose2': 94}",,009fb7aa-2753-4e21-b451-b2e17e99d0ce,22-05-2021,186,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",92,94
92,666969,LNJP Hospital DH Site 6,,Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '98da8a0c-5fff-4244-af91-4b42b687efa5', 'date': '24-05-2021', 'available_capacity': 187, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 87, 'available_capacity_dose2': 100}",,98da8a0c-5fff-4244-af91-4b42b687efa5,24-05-2021,187,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",87,100
92,666969,LNJP Hospital DH Site 6,,Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '552328f8-32b4-4204-85ff-bfdf2015a20d', 'date': '25-05-2021', 'available_capacity': 199, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 100, 'available_capacity_dose2': 99}",,552328f8-32b4-4204-85ff-bfdf2015a20d,25-05-2021,199,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",100,99
93,663057,Hindu Rao Hosl DH SITE 3,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': 'bba9096b-23a9-4bb6-b1fe-80fb9a44bd95', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,bba9096b-23a9-4bb6-b1fe-80fb9a44bd95,20-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
93,663057,Hindu Rao Hosl DH SITE 3,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '70f947b7-78a9-458e-8863-4a5e447ec7e4', 'date': '21-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,70f947b7-78a9-458e-8863-4a5e447ec7e4,21-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
93,663057,Hindu Rao Hosl DH SITE 3,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '1c12287e-1589-48a1-ab16-57542eed05ca', 'date': '22-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,1c12287e-1589-48a1-ab16-57542eed05ca,22-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
93,663057,Hindu Rao Hosl DH SITE 3,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '5a357a68-3de8-4bae-8483-45b0f6bc41a7', 'date': '24-05-2021', 'available_capacity': 2, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 2, 'available_capacity_dose2': 0}",,5a357a68-3de8-4bae-8483-45b0f6bc41a7,24-05-2021,2,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",2,0
93,663057,Hindu Rao Hosl DH SITE 3,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,17:00:00,Free,"{'session_id': '2879a33c-4e6c-4f53-b8b9-ae385a50a02e', 'date': '25-05-2021', 'available_capacity': 4, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 4, 'available_capacity_dose2': 0}",,2879a33c-4e6c-4f53-b8b9-ae385a50a02e,25-05-2021,4,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",4,0
94,702706,SKV Baba Ramdev Sch.Karol Bagh,Karol Bagh,Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '50e5ad41-2d45-4a34-8e8b-e23bcb7bb98a', 'date': '20-05-2021', 'available_capacity': 49, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 24, 'available_capacity_dose2': 25}",,50e5ad41-2d45-4a34-8e8b-e23bcb7bb98a,20-05-2021,49,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",24,25
95,4577,Polyclinic Timarpur PHC,Timarpur Delhi Adm. Flat Complex Timarpur Delhi-110054,Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '0963b754-13a4-488c-a86c-eb03b5219d44', 'date': '20-05-2021', 'available_capacity': 20, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 12, 'available_capacity_dose2': 8}",,0963b754-13a4-488c-a86c-eb03b5219d44,20-05-2021,20,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",12,8
96,658584,Balak Ram Hospital SITE 4,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': 'b12486f8-5e78-43b9-a860-8023cd914dd2', 'date': '20-05-2021', 'available_capacity': 192, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 92, 'available_capacity_dose2': 100}",,b12486f8-5e78-43b9-a860-8023cd914dd2,20-05-2021,192,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",92,100
96,658584,Balak Ram Hospital SITE 4,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': '4f2de3f1-922f-4c3e-bdfb-a48ed305fa00', 'date': '21-05-2021', 'available_capacity': 192, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 99, 'available_capacity_dose2': 93}",,4f2de3f1-922f-4c3e-bdfb-a48ed305fa00,21-05-2021,192,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",99,93
96,658584,Balak Ram Hospital SITE 4,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': '1962d6fd-5bb9-4083-96bf-e332397c2c3b', 'date': '22-05-2021', 'available_capacity': 187, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 95, 'available_capacity_dose2': 92}",,1962d6fd-5bb9-4083-96bf-e332397c2c3b,22-05-2021,187,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",95,92
96,658584,Balak Ram Hospital SITE 4,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': 'b7bc5635-cff9-4c67-8c05-8ace37d40b40', 'date': '24-05-2021', 'available_capacity': 194, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 94, 'available_capacity_dose2': 100}",,b7bc5635-cff9-4c67-8c05-8ace37d40b40,24-05-2021,194,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",94,100
96,658584,Balak Ram Hospital SITE 4,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': '06b4d7f0-4ba4-460d-a089-55f4e9951715', 'date': '25-05-2021', 'available_capacity': 196, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 98, 'available_capacity_dose2': 98}",,06b4d7f0-4ba4-460d-a089-55f4e9951715,25-05-2021,196,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",98,98
96,658584,Balak Ram Hospital SITE 4,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,21:00:00,Free,"{'session_id': 'a40669d9-e450-410d-898b-63813d43c025', 'date': '26-05-2021', 'available_capacity': 199, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 100, 'available_capacity_dose2': 99}",,a40669d9-e450-410d-898b-63813d43c025,26-05-2021,199,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",100,99
97,4418,LNJP Hospital DH Site 1,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'a4c95b0c-ec3b-4297-accc-00a95c0f8698', 'date': '20-05-2021', 'available_capacity': 140, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 79, 'available_capacity_dose2': 61}",,a4c95b0c-ec3b-4297-accc-00a95c0f8698,20-05-2021,140,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",79,61
97,4418,LNJP Hospital DH Site 1,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'b99884de-0794-4fe4-98dd-c2103320cb53', 'date': '21-05-2021', 'available_capacity': 168, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 80, 'available_capacity_dose2': 88}",,b99884de-0794-4fe4-98dd-c2103320cb53,21-05-2021,168,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",80,88
97,4418,LNJP Hospital DH Site 1,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': '47daea32-2ea3-49de-9e3e-5e77756a51f5', 'date': '22-05-2021', 'available_capacity': 156, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 86, 'available_capacity_dose2': 70}",,47daea32-2ea3-49de-9e3e-5e77756a51f5,22-05-2021,156,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",86,70
97,4418,LNJP Hospital DH Site 1,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'b74522d6-a9fb-43f7-b941-d3c7d0774d22', 'date': '24-05-2021', 'available_capacity': 184, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 84, 'available_capacity_dose2': 100}",,b74522d6-a9fb-43f7-b941-d3c7d0774d22,24-05-2021,184,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",84,100
97,4418,LNJP Hospital DH Site 1,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'f9bc7c83-9d82-4629-9e69-2cde66464ce9', 'date': '25-05-2021', 'available_capacity': 189, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 95, 'available_capacity_dose2': 94}",,f9bc7c83-9d82-4629-9e69-2cde66464ce9,25-05-2021,189,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",95,94
97,4418,LNJP Hospital DH Site 1,"JLNMarg, New Delhi-",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': '5ab88ac1-74c4-442d-88ae-d55f90e5a1c5', 'date': '26-05-2021', 'available_capacity': 188, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 97, 'available_capacity_dose2': 91}",,5ab88ac1-74c4-442d-88ae-d55f90e5a1c5,26-05-2021,188,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",97,91
98,632961,Rouse Avenue Court,Rouse Avenue Court Complex,Delhi,Central Delhi,Not Applicable,110001,28,77,09:00:00,18:00:00,Free,"{'session_id': '6d8f1f64-d776-4f2d-8d92-6f8bd99ddbae', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,6d8f1f64-d776-4f2d-8d92-6f8bd99ddbae,20-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
98,632961,Rouse Avenue Court,Rouse Avenue Court Complex,Delhi,Central Delhi,Not Applicable,110001,28,77,09:00:00,18:00:00,Free,"{'session_id': '92ddfbd4-e030-4b99-8f8f-06ac883f628a', 'date': '21-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,92ddfbd4-e030-4b99-8f8f-06ac883f628a,21-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
98,632961,Rouse Avenue Court,Rouse Avenue Court Complex,Delhi,Central Delhi,Not Applicable,110001,28,77,09:00:00,18:00:00,Free,"{'session_id': '7237487b-2534-44d7-8a8e-8c62434e6eee', 'date': '22-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,7237487b-2534-44d7-8a8e-8c62434e6eee,22-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
98,632961,Rouse Avenue Court,Rouse Avenue Court Complex,Delhi,Central Delhi,Not Applicable,110001,28,77,09:00:00,18:00:00,Free,"{'session_id': '506500cd-dd51-4f5f-81c3-1d19026bc032', 'date': '24-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,506500cd-dd51-4f5f-81c3-1d19026bc032,24-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
